,Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Evaporation_m,Modis_LAI_m
228,Colombia,"Caldas, Risaralda, Quindio",4.812571,-75.6944145,COL,Latin America and Caribbean,0.022,0.009,38.2,GEOMETRIC_CENTER,0,1,1754.34167480469,1843.5,2.0,57.0,130.0,1406.0,30.0,8494.424964936887,16.725105189340812,1432.0,,,,,,8494.424964936887,16.725105189340812
229,Colombia,Cali A.M.,3.4516467,-76.5319854,COL,Latin America and Caribbean,0.022,0.005,35.8,APPROXIMATE,0,1,1747.34997558594,1007.0,3.0,60.0,140.0,993.0,30.0,8494.424964936887,16.725105189340812,1238.0,,,,,,8494.424964936887,16.725105189340812
232,Colombia,Litoral Pacifico,4.6046582,-74.068407,COL,Latin America and Caribbean,0.022,0.059,41.5,ROOFTOP,0,1,4059.96655273438,749.0,1.0,61.0,140.0,2617.0,23.0,8494.424964936887,16.725105189340812,987.0,13.75,4.525,65.5,32.25,2.25,8494.424964936887,16.725105189340812
233,Colombia,Medellin A.M.,6.244203,-75.5812119,COL,Latin America and Caribbean,0.022,0.005,35.4,APPROXIMATE,0,1,5539.1865234375,1786.5,3.0,60.0,140.0,1474.0,31.0,8494.424964936887,16.725105189340812,1418.0,,,,,,8494.424964936887,16.725105189340812
235,Colombia,Santanderes,6.6437076,-73.6536209,COL,Latin America and Caribbean,0.022,0.022,40.3,APPROXIMATE,0,1,15.0,2545.0,369.0,0.0,40.0,683.0,24.0,13417.0,32.0,4984.0,,,,,,13417.0,32.0
238,Comoros,Mwali (Mohéli),-12.3377376,43.7334089,COM,Sub-Saharan Africa,0.173,0.213,47.3,APPROXIMATE,0,1,210.33332824707,1292.0,824.0,0.0,30.0,340.0,24.0,15819.0,37.0,5713.0,,,,,,15819.0,37.0
239,Comoros,Ndzuwani (Ndzouani or Anjouan),-12.2138145,44.4370606,COM,Sub-Saharan Africa,0.173,0.22,51.5,APPROXIMATE,0,1,765.833312988281,1248.5,1150.0,0.0,40.0,753.0,21.0,16465.0,33.0,5049.0,,,,,,16465.0,33.0
240,Comoros,Ngazidja (Grande Comore),-11.7167338,43.3680788,COM,Sub-Saharan Africa,0.173,0.116,42.3,APPROXIMATE,0,1,390.666656494141,1374.5,1392.0,0.0,40.0,1848.0,22.0,8364.0,8.0,2951.0,,,,,,8364.0,8.0
241,"Congo, Democratic Republic of the",Bandundu,-4.163679,18.8076195,COD,Sub-Saharan Africa,0.401,0.435,52.0,APPROXIMATE,0,1,87.5233306884766,1750.0,178.0,0.0,40.0,398.0,26.0,7169.0,17.0,3910.0,,,,,,7169.0,17.0
242,"Congo, Democratic Republic of the",Bas-Congo,-5.2365685,13.914399,COD,Sub-Saharan Africa,0.401,0.393,53.0,APPROXIMATE,0,1,38.5,1153.0,271.0,0.0,210.0,175.0,25.0,10923.0,3.0,1101.0,,,,,,10923.0,3.0
243,"Congo, Democratic Republic of the",Kasai-Occidental,-5.3205473,21.8568586,COD,Sub-Saharan Africa,0.401,0.49,56.2,APPROXIMATE,0,1,36.5,1872.5,201.0,0.0,30.0,578.0,25.0,11891.0,43.0,4843.0,,,,,,11891.0,43.0
244,"Congo, Democratic Republic of the",Kasai-Oriental,-6.033623,23.5728501,COD,Sub-Saharan Africa,0.401,0.431,53.4,APPROXIMATE,0,1,379.678344726563,1904.0,49.0,0.0,30.0,603.0,28.0,4590.0,13.0,3207.0,,,,,,4590.0,13.0
245,"Congo, Democratic Republic of the",Katanga,-8.8851145,26.419389,COD,Sub-Saharan Africa,0.401,0.4,55.2,APPROXIMATE,0,1,23.3333339691162,992.5,172.0,0.0,50.0,612.0,31.0,7907.0,16.0,3841.0,,,,,,7907.0,16.0
246,"Congo, Democratic Republic of the",Kinshasa,-4.4419311,15.2662931,COD,Sub-Saharan Africa,0.401,0.102,43.6,APPROXIMATE,0,1,6304.21337890625,1504.0,22.0,30.0,110.0,454.0,29.0,8494.424964936887,16.725105189340812,3061.0,,,,,,8494.424964936887,16.725105189340812
247,"Congo, Democratic Republic of the",Maniema,-3.0730929,26.0413889,COD,Sub-Saharan Africa,0.401,0.409,52.4,APPROXIMATE,0,1,10.3966665267944,1929.0,135.0,0.0,30.0,514.0,25.0,12928.0,43.0,5093.0,,,,,,12928.0,43.0
248,"Congo, Democratic Republic of the",Nord-Kivu,-0.7917729,29.0459927,COD,Sub-Saharan Africa,0.401,0.349,52.1,APPROXIMATE,0,1,10.960000038147,1218.5,201.0,0.0,50.0,1473.0,25.0,10604.0,21.0,4341.0,31.0,4.46,48.2,28.0,24.0,10604.0,21.0
249,"Congo, Democratic Republic of the",Orientale,1.6406296,26.419389,COD,Sub-Saharan Africa,0.401,0.401,51.8,APPROXIMATE,0,1,6.16666650772095,2096.0,570.0,0.0,40.0,561.0,24.0,12653.0,49.0,4547.0,,,,,,12653.0,49.0
250,"Congo, Democratic Republic of the",Sud-Kivu,-3.011658,28.299435,COD,Sub-Saharan Africa,0.401,0.462,55.8,APPROXIMATE,0,1,37.6666679382324,1804.5,153.0,0.0,40.0,1146.0,23.0,13572.0,41.0,4182.0,,,,,,13572.0,41.0
251,"Congo, Democratic Republic of the",Équateur,0.5640036,20.3308814,COD,Sub-Saharan Africa,0.401,0.48,54.8,APPROXIMATE,0,1,8.8333330154419,2509.5,1239.0,0.0,40.0,381.0,25.0,11807.0,43.0,4433.0,,,,,,11807.0,43.0
252,"Congo, Republic of",Bouenza,-4.1128079,13.7289167,COG,Sub-Saharan Africa,0.181,0.274,48.7,APPROXIMATE,0,1,20.2999992370605,1378.0,167.0,0.0,30.0,238.0,27.0,10947.0,10.0,3281.0,9.33333333333333,5.225,30.0,13.0,57.025,10947.0,10.0
253,"Congo, Republic of",Brazzaville,-4.2633597,15.2428853,COG,Sub-Saharan Africa,0.181,0.103,41.8,APPROXIMATE,0,1,305.353332519531,1478.5,3.0,55.0,120.0,311.0,29.0,8494.424964936887,16.725105189340812,2338.0,,,,,,8494.424964936887,16.725105189340812
254,"Congo, Republic of",Cuvette,-0.2877446,16.1580937,COG,Sub-Saharan Africa,0.181,0.246,46.1,APPROXIMATE,0,1,3.83333325386047,1826.0,908.0,0.0,160.0,338.0,25.0,13434.0,39.0,4492.0,,,,,,13434.0,39.0
255,"Congo, Republic of",Cuvette-Ouest,0.144755,14.4723301,COG,Sub-Saharan Africa,0.181,0.312,46.9,APPROXIMATE,0,1,0.650000035762787,1752.0,839.0,0.0,40.0,403.0,24.0,13852.0,36.0,4656.0,,,,,,13852.0,36.0
256,"Congo, Republic of",Kouilou,-4.1428413,11.8891721,COG,Sub-Saharan Africa,0.181,0.352,47.9,APPROXIMATE,0,1,3.83333325386047,1337.0,293.0,0.0,30.0,19.0,24.0,13237.0,12.0,4165.0,,,,,,13237.0,12.0
257,"Congo, Republic of",Likouala,2.043924,17.668887,COG,Sub-Saharan Africa,0.181,0.304,45.1,APPROXIMATE,0,1,0.16666667163372,1917.0,1553.0,0.0,160.0,342.0,26.0,11354.0,34.0,3859.0,,,,,,11354.0,34.0
258,"Congo, Republic of",Lékoumou,-3.170382,13.3587288,COG,Sub-Saharan Africa,0.181,0.323,50.4,APPROXIMATE,0,1,3.83333325386047,1774.5,229.0,0.0,40.0,622.0,24.0,10615.0,13.0,3848.0,,,,,,10615.0,13.0
259,"Congo, Republic of",Niari,-3.18427,12.2547919,COG,Sub-Saharan Africa,0.181,0.238,45.7,APPROXIMATE,0,1,6.68333339691162,1395.5,666.0,0.0,130.0,160.0,28.0,7771.0,9.0,2971.0,,,,,,7771.0,9.0
260,"Congo, Republic of",Plateaux,-2.0680088,15.4068079,COG,Sub-Saharan Africa,0.181,0.357,49.4,APPROXIMATE,0,1,5.7350001335144,1870.0,853.0,0.0,110.0,494.0,30.0,8211.0,11.0,3115.0,,,,,,8211.0,11.0
261,"Congo, Republic of",Pointe-Noire,-4.7691623,11.866362,COG,Sub-Saharan Africa,0.181,0.094,42.8,APPROXIMATE,0,1,235.33332824707,1133.5,3.0,55.0,170.0,12.0,26.0,8494.424964936887,16.725105189340812,1800.0,,,,,,8494.424964936887,16.725105189340812
262,"Congo, Republic of",Pool,-3.7762628,14.8454619,COG,Sub-Saharan Africa,0.181,0.299,46.0,APPROXIMATE,0,1,2.52999997138977,1704.5,169.0,0.0,130.0,591.0,27.0,10571.0,9.0,3359.0,,,,,,10571.0,9.0
263,"Congo, Republic of",Sangha,1.4662328,15.4068079,COG,Sub-Saharan Africa,0.181,0.285,51.0,APPROXIMATE,0,1,1.28333330154419,1756.0,1486.0,0.0,40.0,601.0,24.0,13484.0,40.0,4705.0,,,,,,13484.0,40.0
264,Cote d'Ivoire,Centre,5.3020031,-3.9917952,CIV,Sub-Saharan Africa,0.31,0.359,54.8,GEOMETRIC_CENTER,0,1,5001.875,1438.0,103.0,59.0,190.0,6.0,28.0,8494.424964936887,16.725105189340812,1148.0,,,,,,8494.424964936887,16.725105189340812
266,Cote d'Ivoire,Centre-Nord,5.3561427,-3.9666402,CIV,Sub-Saharan Africa,0.31,0.322,51.6,GEOMETRIC_CENTER,0,1,5028.06640625,1433.0,14.0,54.0,190.0,25.0,30.0,8494.424964936887,16.725105189340812,1988.0,,,,,,8494.424964936887,16.725105189340812
268,Cote d'Ivoire,Nord,5.361844,-4.0231596,CIV,Sub-Saharan Africa,0.31,0.477,61.2,GEOMETRIC_CENTER,0,1,5133.0,1435.5,8.0,59.0,190.0,45.0,30.0,8494.424964936887,16.725105189340812,1486.0,,,,,,8494.424964936887,16.725105189340812
269,Cote d'Ivoire,Nord-Est,5.308613,-3.9468284,CIV,Sub-Saharan Africa,0.31,0.374,54.0,GEOMETRIC_CENTER,0,1,2945.94995117188,1455.0,116.0,43.0,190.0,4.0,26.0,8494.424964936887,16.725105189340812,1178.0,,,,,,8494.424964936887,16.725105189340812
270,Cote d'Ivoire,Nord-Ouest,7.7027827,-5.036833,CIV,Sub-Saharan Africa,0.31,0.518,60.5,GEOMETRIC_CENTER,0,1,305.0,1061.5,3.0,55.0,190.0,352.0,33.0,8494.424964936887,16.725105189340812,2243.0,,,,,,8494.424964936887,16.725105189340812
271,Cote d'Ivoire,Ouest,7.539989,-5.54708,CIV,Sub-Saharan Africa,0.31,0.38,52.7,APPROXIMATE,0,1,96.5,1098.5,312.0,1.0,30.0,235.0,27.0,12761.0,10.0,4070.0,,,,,,12761.0,10.0
274,Cote d'Ivoire,Ville d'Abidjan,5.3187187,-4.0195104,CIV,Sub-Saharan Africa,0.31,0.109,43.1,GEOMETRIC_CENTER,0,1,5133.0,1432.5,2.0,59.0,190.0,27.0,27.0,8494.424964936887,16.725105189340812,1818.0,,,,,,8494.424964936887,16.725105189340812
275,Djibouti,Djibouti,11.825138,42.590275,DJI,Arab States,0.139,0.125,46.8,APPROXIMATE,0,1,6.66666650772095,259.0,184.0,0.0,140.0,1305.0,36.0,8494.424964936887,16.725105189340812,606.0,,,,,,8494.424964936887,16.725105189340812
278,Dominican Republic,Cibao Noroeste,18.8679349,-71.1225531,DOM,Latin America and Caribbean,0.034,0.047,40.3,GEOMETRIC_CENTER,0,1,68.1666641235352,969.0,270.0,0.0,30.0,823.0,28.0,12729.0,21.0,4160.0,,,,,,12729.0,21.0
279,Dominican Republic,Cibao Norte,18.4819717,-70.0035575,DOM,Latin America and Caribbean,0.034,0.028,37.2,GEOMETRIC_CENTER,0,1,1684.05505371094,1269.5,13.0,62.0,140.0,34.0,31.0,8494.424964936887,16.725105189340812,3066.0,,,,,,8494.424964936887,16.725105189340812
280,Dominican Republic,Cibao Sur,18.8679349,-71.1225531,DOM,Latin America and Caribbean,0.034,0.03,36.5,GEOMETRIC_CENTER,0,1,68.1666641235352,969.0,270.0,0.0,30.0,823.0,28.0,12729.0,21.0,4160.0,,,,,,12729.0,21.0
281,Dominican Republic,Del Yuma,18.3785402,-68.6111642,DOM,Latin America and Caribbean,0.034,0.039,39.9,APPROXIMATE,0,1,66.5,962.0,33.0,3.0,14.0,24.0,27.0,10477.0,16.0,4803.0,,,,,,10477.0,16.0
282,Dominican Republic,El Valle,18.9771643,-69.3786383,DOM,Latin America and Caribbean,0.034,0.078,43.3,APPROXIMATE,0,1,63.0,1542.5,65.0,7.0,30.0,36.0,27.0,13958.0,42.0,4767.0,,,,,,13958.0,42.0
283,Dominican Republic,Enriquillo,18.4787964,-71.5961328,DOM,Latin America and Caribbean,0.034,0.055,41.2,APPROXIMATE,0,1,69.8166656494141,679.5,88.0,0.0,210.0,-42.0,26.0,8494.424964936887,16.725105189340812,-176.0,,,,,,8494.424964936887,16.725105189340812
285,Dominican Republic,Metropolitana,18.4647825,-69.9365187,DOM,Latin America and Caribbean,0.034,0.028,36.7,GEOMETRIC_CENTER,0,1,2055.0,1227.5,15.0,62.0,140.0,59.0,32.0,8494.424964936887,16.725105189340812,1610.0,,,,,,8494.424964936887,16.725105189340812
286,Dominican Republic,Valdesia,18.41386,-70.277748,DOM,Latin America and Caribbean,0.034,0.04,39.8,APPROXIMATE,0,1,206.926666259766,1025.0,21.0,3.0,30.0,274.0,26.0,18265.0,27.0,5469.0,,,,,,18265.0,27.0
287,Ecuador,Amazon,-0.219104,-78.510939,ECU,Latin America and Caribbean,0.013,0.046,41.3,GEOMETRIC_CENTER,0,1,3717.92163085938,866.5,3.0,62.0,110.0,2823.0,28.0,8494.424964936887,16.725105189340812,832.0,37.2895833333333,6.04,12.4791666666667,44.2229166666667,43.3,8494.424964936887,16.725105189340812
288,Ecuador,Coast,-0.9422027,-80.7303634,ECU,Latin America and Caribbean,0.013,0.01,37.6,GEOMETRIC_CENTER,0,1,649.716674804688,124.5,0.0,60.0,190.0,27.0,25.0,8494.424964936887,16.725105189340812,1084.0,,,,,,8494.424964936887,16.725105189340812
290,Ecuador,Mountains,-1.4693018,-78.8169396,ECU,Latin America and Caribbean,0.013,0.014,38.3,APPROXIMATE,0,1,50.9150009155274,684.5,2055.0,0.0,220.0,6074.0,5.0,8494.424964936887,16.725105189340812,-227.0,,,,,,8494.424964936887,16.725105189340812
291,Egypt,Alexandria,31.2000924,29.9187387,EGY,Arab States,0.014,0.004,33.3,APPROXIMATE,0,1,18887.5859375,110.0,0.0,63.0,190.0,14.0,27.0,8494.424964936887,16.725105189340812,1358.0,,,,,,8494.424964936887,16.725105189340812
292,Egypt,Assuit,27.1783117,31.1859257,EGY,Arab States,0.014,0.038,39.4,APPROXIMATE,0,1,3097.20336914063,7.0,2.0,62.0,190.0,60.0,33.0,8494.424964936887,16.725105189340812,857.0,,,,,,8494.424964936887,16.725105189340812
293,Egypt,Aswan,24.088938,32.8998293,EGY,Arab States,0.014,0.013,37.8,APPROXIMATE,0,1,909.924987792969,6.5,2.0,63.0,190.0,102.0,35.0,8494.424964936887,16.725105189340812,893.0,,,,,,8494.424964936887,16.725105189340812
294,Egypt,Behera,30.8480986,30.3435506,EGY,Arab States,0.014,0.012,41.8,APPROXIMATE,0,1,798.288330078125,70.0,97.0,13.0,11.0,2.0,28.0,4877.0,11.0,3475.0,,,,,,4877.0,11.0
295,Egypt,Beni Suef,29.0661274,31.0993845,EGY,Arab States,0.014,0.017,35.9,APPROXIMATE,0,1,2392.14331054688,15.5,3.0,60.0,190.0,29.0,30.0,8494.424964936887,16.725105189340812,1672.0,,,,,,8494.424964936887,16.725105189340812
296,Egypt,Cairo,30.0444196,31.2357116,EGY,Arab States,0.014,0.006,33.9,APPROXIMATE,0,1,15903.5263671875,26.5,2.0,63.0,190.0,32.0,30.0,8494.424964936887,16.725105189340812,657.0,,,,,,8494.424964936887,16.725105189340812
297,Egypt,Dakahlia,31.0832017,31.4913182,EGY,Arab States,0.014,0.005,34.4,APPROXIMATE,0,1,2682.85327148438,59.0,12.0,47.0,11.0,5.0,27.0,3743.0,9.0,2573.0,,,,,,3743.0,9.0
298,Egypt,Damietta,31.4175388,31.8144434,EGY,Arab States,0.014,0.011,37.3,APPROXIMATE,0,1,2213.16674804687,81.0,2.0,61.0,190.0,12.0,29.0,8494.424964936887,16.725105189340812,1018.0,,,,,,8494.424964936887,16.725105189340812
299,Egypt,Fayoum,29.3084021,30.8428497,EGY,Arab States,0.014,0.022,38.8,APPROXIMATE,0,1,2023.330078125,15.5,1.0,62.0,190.0,27.0,32.0,8494.424964936887,16.725105189340812,1043.0,,,,,,8494.424964936887,16.725105189340812
300,Egypt,Gharbia,30.8753556,31.03351,EGY,Arab States,0.014,0.006,36.5,APPROXIMATE,0,1,2752.2666015625,52.5,63.0,27.0,130.0,6.0,28.0,3157.0,7.0,2753.0,,,,,,3157.0,7.0
301,Egypt,Giza,30.0130557,31.2088526,EGY,Arab States,0.014,0.018,37.7,APPROXIMATE,0,1,15903.5263671875,26.5,0.0,63.0,190.0,26.0,30.0,8494.424964936887,16.725105189340812,787.0,,,,,,8494.424964936887,16.725105189340812
302,Egypt,Ismailia,30.5964923,32.2714587,EGY,Arab States,0.014,0.009,35.5,APPROXIMATE,0,1,677.539978027344,33.5,1.0,63.0,190.0,12.0,31.0,8494.424964936887,16.725105189340812,889.0,,,,,,8494.424964936887,16.725105189340812
303,Egypt,Kafr El-Sheikh,31.1063198,30.9419751,EGY,Arab States,0.014,0.006,34.6,APPROXIMATE,0,1,1177.16662597656,68.0,1.0,59.0,190.0,7.0,30.0,8494.424964936887,16.725105189340812,1825.0,,,,,,8494.424964936887,16.725105189340812
304,Egypt,Kalyubia,30.3292368,31.2168466,EGY,Arab States,0.014,0.005,35.4,APPROXIMATE,0,1,2170.908203125,36.5,21.0,35.0,11.0,13.0,27.0,3744.0,9.0,3404.0,,,,,,3744.0,9.0
305,Egypt,Luxor,25.6872431,32.6396357,EGY,Arab States,0.014,0.015,38.4,APPROXIMATE,0,1,1908.30834960938,6.0,4.0,62.0,190.0,83.0,33.0,8494.424964936887,16.725105189340812,1492.0,,,,,,8494.424964936887,16.725105189340812
306,Egypt,Matroh,31.3543445,27.2373159,EGY,Arab States,0.014,0.036,40.7,APPROXIMATE,0,1,5.75,24.0,0.0,61.0,190.0,6.0,27.0,8494.424964936887,16.725105189340812,843.0,,,,,,8494.424964936887,16.725105189340812
307,Egypt,Menoufia,30.5972455,30.9876321,EGY,Arab States,0.014,0.008,37.5,APPROXIMATE,0,1,2909.78662109375,41.5,7.0,58.0,11.0,9.0,28.0,6707.0,18.0,4032.0,,,,,,6707.0,18.0
308,Egypt,Menya,28.0870967,30.7618397,EGY,Arab States,0.014,0.022,38.6,APPROXIMATE,0,1,1721.181640625,12.5,2.0,62.0,190.0,46.0,32.0,8494.424964936887,16.725105189340812,913.0,,,,,,8494.424964936887,16.725105189340812
309,Egypt,New Valley,24.5455638,27.1735316,EGY,Arab States,0.014,0.003,38.9,APPROXIMATE,0,1,0.333333343267441,6.5,2417.0,0.0,200.0,602.0,32.0,8494.424964936887,16.725105189340812,780.0,,,,,,8494.424964936887,16.725105189340812
310,Egypt,Port Said,31.2652893,32.3018661,EGY,Arab States,0.014,0.003,34.0,APPROXIMATE,0,1,5776.68017578125,62.5,2.0,63.0,190.0,13.0,29.0,8494.424964936887,16.725105189340812,714.0,,,,,,8494.424964936887,16.725105189340812
311,Egypt,Qena,26.155061,32.7160121,EGY,Arab States,0.014,0.015,35.4,APPROXIMATE,0,1,2602.63842773438,6.0,2.0,62.0,190.0,77.0,32.0,8494.424964936887,16.725105189340812,1996.0,,,,,,8494.424964936887,16.725105189340812
312,Egypt,Red Sea,25.1076838,33.7964613,EGY,Arab States,0.014,0.015,41.0,APPROXIMATE,0,1,0.0,13.0,159.0,1.0,200.0,558.0,40.0,8494.424964936887,16.725105189340812,420.0,,,,,,8494.424964936887,16.725105189340812
313,Egypt,Sharkia,30.7326622,31.7195459,EGY,Arab States,0.014,0.01,39.1,APPROXIMATE,0,1,1607.89831542969,47.0,24.0,34.0,11.0,7.0,28.0,6006.0,14.0,3514.0,,,,,,6006.0,14.0
314,Egypt,Souhag,26.5590737,31.6956705,EGY,Arab States,0.014,0.035,40.4,APPROXIMATE,0,1,3478.76342773438,6.0,2.0,63.0,190.0,67.0,32.0,8494.424964936887,16.725105189340812,876.0,,,,,,8494.424964936887,16.725105189340812
315,Egypt,Suez,29.9668343,32.5498069,EGY,Arab States,0.014,0.008,34.7,APPROXIMATE,0,1,11545.74609375,22.0,0.0,63.0,190.0,10.0,33.0,8494.424964936887,16.725105189340812,813.0,,,,,,8494.424964936887,16.725105189340812
316,El Salvador,Ahuachapan,13.9259486,-89.8411382,SLV,Latin America and Caribbean,0.026,0.03,40.2,APPROXIMATE,0,1,420.179992675781,1668.5,29.0,24.0,110.0,795.0,32.0,7241.0,8.0,3415.0,,,,,,7241.0,8.0
317,El Salvador,Cabanas,13.8648288,-88.7493998,SLV,Latin America and Caribbean,0.026,0.046,39.8,APPROXIMATE,0,1,132.024993896484,1984.0,145.0,1.0,30.0,363.0,31.0,15138.0,27.0,4238.0,,,,,,15138.0,27.0
318,El Salvador,Chalatenango,14.0164187,-88.9126449,SLV,Latin America and Caribbean,0.026,0.036,41.7,APPROXIMATE,0,1,229.899993896484,2015.0,46.0,3.0,30.0,505.0,30.0,13434.0,22.0,4105.0,,,,,,13434.0,22.0
319,El Salvador,Cuscatlan,13.8661957,-89.0561532,SLV,Latin America and Caribbean,0.026,0.025,44.6,APPROXIMATE,0,1,120.425003051758,1993.5,77.0,4.0,30.0,630.0,30.0,8528.0,11.0,3981.0,,,,,,8528.0,11.0
321,El Salvador,La Paz,13.495364,-88.9796776,SLV,Latin America and Caribbean,0.026,0.03,41.0,APPROXIMATE,0,1,249.036666870117,1879.0,51.0,8.0,20.0,115.0,34.0,8349.0,11.0,4290.0,,,,,,8349.0,11.0
322,El Salvador,La Union,13.3323464,-87.8500644,SLV,Latin America and Caribbean,0.026,0.054,41.9,APPROXIMATE,0,1,219.133331298828,1917.5,39.0,19.0,30.0,53.0,32.0,9901.0,16.0,3582.0,,,,,,9901.0,16.0
323,El Salvador,Morazan,13.7682,-88.1291387,SLV,Latin America and Caribbean,0.026,0.04,38.4,APPROXIMATE,0,1,180.991668701172,2031.0,35.0,2.0,30.0,430.0,29.0,13233.0,45.0,4291.0,6.175,6.075,31.775,37.575,30.65,13233.0,45.0
324,El Salvador,San Miguel,13.4792922,-88.1779182,SLV,Latin America and Caribbean,0.026,0.03,41.6,APPROXIMATE,0,1,396.5,1843.5,1.0,59.0,140.0,124.0,37.0,6715.0,9.0,2226.0,,,,,,6715.0,9.0
325,El Salvador,San Salvador,13.6929403,-89.2181911,SLV,Latin America and Caribbean,0.026,0.01,40.3,APPROXIMATE,0,1,5413.24853515625,1914.5,3.0,63.0,190.0,728.0,34.0,8494.424964936887,16.725105189340812,2079.0,,,,,,8494.424964936887,16.725105189340812
326,El Salvador,San Vicente,13.6390979,-88.7830612,SLV,Latin America and Caribbean,0.026,0.02,36.9,APPROXIMATE,0,1,195.608337402344,1950.5,44.0,22.0,30.0,359.0,33.0,7085.0,7.0,3325.0,,,,,,7085.0,7.0
327,El Salvador,Santa Ana,13.9778279,-89.5639119,SLV,Latin America and Caribbean,0.026,0.027,43.7,APPROXIMATE,0,1,642.231689453125,1720.0,4.0,50.0,190.0,691.0,32.0,7415.0,7.0,2717.0,,,,,,7415.0,7.0
328,El Salvador,Sonsonate,13.7113876,-89.7239097,SLV,Latin America and Caribbean,0.026,0.046,43.8,APPROXIMATE,0,1,859.25830078125,1876.5,1.0,33.0,140.0,225.0,35.0,6518.0,7.0,2906.0,,,,,,6518.0,7.0
329,El Salvador,Usulutan,13.4470634,-88.556531,SLV,Latin America and Caribbean,0.026,0.03,40.9,APPROXIMATE,0,1,102.553329467773,2011.0,19.0,0.0,30.0,521.0,28.0,14648.0,45.0,5019.0,,,,,,14648.0,45.0
330,Ethiopia,Addis Ababa,8.9806034,38.7577605,ETH,Sub-Saharan Africa,0.506,0.039,39.6,APPROXIMATE,0,1,5903.3369140625,829.5,12.0,57.0,190.0,2284.0,31.0,8494.424964936887,16.725105189340812,1725.0,5.75,7.325,77.75,21.5,0.925,8494.424964936887,16.725105189340812
331,Ethiopia,Affar,11.7559388,40.958688,ETH,Sub-Saharan Africa,0.506,0.606,68.7,APPROXIMATE,0,1,5.83333349227905,269.5,235.0,1.0,150.0,402.0,46.0,8494.424964936887,16.725105189340812,746.0,,,,,,8494.424964936887,16.725105189340812
332,Ethiopia,Amhara,11.3494247,37.9784585,ETH,Sub-Saharan Africa,0.506,0.526,61.4,APPROXIMATE,0,1,162.5,899.5,854.0,0.0,110.0,2224.0,32.0,4471.0,8.0,2002.0,,,,,,4471.0,8.0
333,Ethiopia,Benishangul-Gumuz,10.7802889,35.5657862,ETH,Sub-Saharan Africa,0.506,0.505,59.3,APPROXIMATE,0,1,6.83333349227905,1492.0,674.0,0.0,30.0,1766.0,25.0,7088.0,17.0,3887.0,,,,,,7088.0,17.0
334,Ethiopia,Dire Dawa,9.6008747,41.850142,ETH,Sub-Saharan Africa,0.506,0.305,59.5,APPROXIMATE,0,1,300.5,522.0,3.0,44.0,30.0,1178.0,37.0,8494.424964936887,16.725105189340812,1916.0,,,,,,8494.424964936887,16.725105189340812
335,Ethiopia,Gambela,8.2471899,34.5915966,ETH,Sub-Saharan Africa,0.506,0.376,51.0,APPROXIMATE,0,1,12.1666669845581,1031.5,321.0,5.0,60.0,441.0,32.0,8129.0,13.0,2922.0,,,,,,8129.0,13.0
336,Ethiopia,Harari,9.314866,42.1967716,ETH,Sub-Saharan Africa,0.506,0.286,57.6,APPROXIMATE,0,1,439.171661376953,582.5,81.0,0.0,60.0,1776.0,32.0,4945.0,7.0,2680.0,11.2333333333333,7.21,49.0666666666667,13.0,37.9666666666667,4945.0,7.0
337,Ethiopia,Oromiya,7.5460377,40.6346851,ETH,Sub-Saharan Africa,0.506,0.539,62.4,APPROXIMATE,0,1,46.0,660.5,1174.0,0.0,120.0,1559.0,27.0,8600.0,17.0,3415.0,15.6666666666667,7.55416666666667,61.375,15.7916666666667,23.0833333333333,8600.0,17.0
338,Ethiopia,Somali,6.6612293,43.7908453,ETH,Sub-Saharan Africa,0.506,0.607,65.4,APPROXIMATE,0,1,5.5,248.0,437.0,0.0,150.0,598.0,37.0,3048.0,3.0,1551.0,,,,,,3048.0,3.0
339,Ethiopia,"Southern Nations, Nationalities, and People's Region",6.5156911,36.954107,ETH,Sub-Saharan Africa,0.506,0.5,58.4,APPROXIMATE,0,1,114.373336791992,1199.0,834.0,0.0,40.0,1484.0,25.0,13810.0,45.0,4946.0,,,,,,13810.0,45.0
340,Ethiopia,Tigray,14.0323336,38.3165725,ETH,Sub-Saharan Africa,0.506,0.469,56.9,APPROXIMATE,0,1,159.658340454102,837.5,347.0,0.0,14.0,1885.0,32.0,3386.0,7.0,2543.0,,,,,,3386.0,7.0
341,Gabon,Estuaire (sans Libreville),0.456963,9.409852,GAB,Sub-Saharan Africa,0.07,0.063,39.2,GEOMETRIC_CENTER,0,1,105.451667785645,2514.0,84.0,48.0,40.0,9.0,25.0,8494.424964936887,16.725105189340812,1562.0,,,,,,8494.424964936887,16.725105189340812
342,Gabon,Haut-Ogooué,-1.4762544,13.914399,GAB,Sub-Saharan Africa,0.07,0.092,43.6,APPROXIMATE,0,1,0.833333313465118,2067.5,743.0,0.0,40.0,582.0,28.0,11883.0,11.0,3593.0,,,,,,11883.0,11.0
